"Regulating Agency","County Served","PWS","PWS Name","Facility ID","Facility Name","Sample Date","Received Date","Analyte Abbreviation","Analyte Name","Result (ng/L)","MRL (ng/L)","Sample ID"
"KLAMATH COUNTY","Klamath","00320","GILCHRIST WATER SYSTEM LLC","EP-B","EP FOR WELL #3","02/01/2022","03/28/2022","PFNA","Perfluorononanoic acid","ND","10.3","2202021-03"
"KLAMATH COUNTY","Klamath","00320","GILCHRIST WATER SYSTEM LLC","EP-B","EP FOR WELL #3","02/01/2022","03/28/2022","PFOA","Perfluorooctanoic acid","ND","10.3","2202021-03"
"KLAMATH COUNTY","Klamath","00320","GILCHRIST WATER SYSTEM LLC","EP-B","EP FOR WELL #3","02/01/2022","03/28/2022","PFOS","Perfluorooctanesulfonic acid","ND","10.3","2202021-03"
"KLAMATH COUNTY","Klamath","00320","GILCHRIST WATER SYSTEM LLC","EP-B","EP FOR WELL #3","02/01/2022","03/28/2022","PFPeA","Perfluoropentanoic acid","ND","103","2202021-03"
"KLAMATH COUNTY","Klamath","00320","GILCHRIST WATER SYSTEM LLC","EP-B","EP FOR WELL #3","02/01/2022","03/28/2022","PFPeS","Perfluoropentanesulfonic acid","ND","10.3","2202021-03"
"KLAMATH COUNTY","Klamath","00320","GILCHRIST WATER SYSTEM LLC","EP-B","EP FOR WELL #3","02/01/2022","03/28/2022","PFUnA","Perfluoroundecanoic acid","ND","10.3","2202021-03"
"MARION COUNTY","Marion","00776","MEADOWLARK MOBILE MANOR","EP-A","EP for WELL #1 (PRIMARY)","02/01/2022","03/28/2022","11Cl-PF3OUdS","11-Chloroeicosafluoro-3-oxaundecane-1-sulfonic acid","ND","10.9","2202015-01"
"MARION COUNTY","Marion","00776","MEADOWLARK MOBILE MANOR","EP-A","EP for WELL #1 (PRIMARY)","02/01/2022","03/28/2022","4:2FTS","1H,1H, 2H, 2H-Perfluorohexane sulfonic acid","ND","10.9","2202015-01"
"MARION COUNTY","Marion","00776","MEADOWLARK MOBILE MANOR","EP-A","EP for WELL #1 (PRIMARY)","02/01/2022","03/28/2022","6:2FTS","1H,1H, 2H, 2H-Perfluorooctane sulfonic acid","ND","10.9","2202015-01"
"MARION COUNTY","Marion","00776","MEADOWLARK MOBILE MANOR","EP-A","EP for WELL #1 (PRIMARY)","02/01/2022","03/28/2022","8:2FTS","1H,1H, 2H, 2H-Perfluorodecane sulfonic acid","ND","10.9","2202015-01"
"MARION COUNTY","Marion","00776","MEADOWLARK MOBILE MANOR","EP-A","EP for WELL #1 (PRIMARY)","02/01/2022","03/28/2022","9Cl-PF3ONS","9-Chlorohexadecafluoro-3-oxanonane-1-sulfonic acd","ND","10.9","2202015-01"
"MARION COUNTY","Marion","00776","MEADOWLARK MOBILE MANOR","EP-A","EP for WELL #1 (PRIMARY)","02/01/2022","03/28/2022","ADONA","4,8-Dioxa-3H-perfluorononanoic acid","ND","10.9","2202015-01"
"MARION COUNTY","Marion","00776","MEADOWLARK MOBILE MANOR","EP-A","EP for WELL #1 (PRIMARY)","02/01/2022","03/28/2022","HFPO-DA","Hexafluoropropylene oxide dimer acid","ND","109","2202015-01"
"MARION COUNTY","Marion","00776","MEADOWLARK MOBILE MANOR","EP-A","EP for WELL #1 (PRIMARY)","02/01/2022","03/28/2022","PFBA","Perfluorobutanoic acid","ND","10.9","2202015-01"
"MARION COUNTY","Marion","00776","MEADOWLARK MOBILE MANOR","EP-A","EP for WELL #1 (PRIMARY)","02/01/2022","03/28/2022","PFBS","Perfluorobutanesulfonic acid","ND","43.8","2202015-01"
"MARION COUNTY","Marion","00776","MEADOWLARK MOBILE MANOR","EP-A","EP for WELL #1 (PRIMARY)","02/01/2022","03/28/2022","PFDA","Perfluorodecanoic acid","ND","10.9","2202015-01"
"MARION COUNTY","Marion","00776","MEADOWLARK MOBILE MANOR","EP-A","EP for WELL #1 (PRIMARY)","02/01/2022","03/28/2022","PFDoA","Perfluorododecanoic acid","ND","10.9","2202015-01"
"MARION COUNTY","Marion","00776","MEADOWLARK MOBILE MANOR","EP-A","EP for WELL #1 (PRIMARY)","02/01/2022","03/28/2022","PFEESA","Perfluoro(2-ethoxyethane)sulfonic acid","ND","10.9","2202015-01"
"MARION COUNTY","Marion","00776","MEADOWLARK MOBILE MANOR","EP-A","EP for WELL #1 (PRIMARY)","02/01/2022","03/28/2022","PFHpA","Perfluoroheptanoic acid","ND","10.9","2202015-01"
"MARION COUNTY","Marion","00776","MEADOWLARK MOBILE MANOR","EP-A","EP for WELL #1 (PRIMARY)","02/01/2022","03/28/2022","PFHpS","Perfluoroheptanesulfonic acid","ND","10.9","2202015-01"
"MARION COUNTY","Marion","00776","MEADOWLARK MOBILE MANOR","EP-A","EP for WELL #1 (PRIMARY)","02/01/2022","03/28/2022","PFHxA","Perfluorohexanoic acid","ND","10.9","2202015-01"
"MARION COUNTY","Marion","00776","MEADOWLARK MOBILE MANOR","EP-A","EP for WELL #1 (PRIMARY)","02/01/2022","03/28/2022","PFHxS","Perfluorohexanesulfonic acid","ND","10.9","2202015-01"
"MARION COUNTY","Marion","00776","MEADOWLARK MOBILE MANOR","EP-A","EP for WELL #1 (PRIMARY)","02/01/2022","03/28/2022","PFMBA","Perfluoro-4-methoxybutanoic acid","ND","21.9","2202015-01"
"MARION COUNTY","Marion","00776","MEADOWLARK MOBILE MANOR","EP-A","EP for WELL #1 (PRIMARY)","02/01/2022","03/28/2022","PFMPA","Perfluoro-3-methoxypropanoic acid","ND","43.8","2202015-01"
"MARION COUNTY","Marion","00776","MEADOWLARK MOBILE MANOR","EP-A","EP for WELL #1 (PRIMARY)","02/01/2022","03/28/2022","PFNA","Perfluorononanoic acid","ND","10.9","2202015-01"
"MARION COUNTY","Marion","00776","MEADOWLARK MOBILE MANOR","EP-A","EP for WELL #1 (PRIMARY)","02/01/2022","03/28/2022","PFOA","Perfluorooctanoic acid","ND","10.9","2202015-01"
"MARION COUNTY","Marion","00776","MEADOWLARK MOBILE MANOR","EP-A","EP for WELL #1 (PRIMARY)","02/01/2022","03/28/2022","PFOS","Perfluorooctanesulfonic acid","ND","10.9","2202015-01"
"MARION COUNTY","Marion","00776","MEADOWLARK MOBILE MANOR","EP-A","EP for WELL #1 (PRIMARY)","02/01/2022","03/28/2022","PFPeA","Perfluoropentanoic acid","ND","109","2202015-01"
"MARION COUNTY","Marion","00776","MEADOWLARK MOBILE MANOR","EP-A","EP for WELL #1 (PRIMARY)","02/01/2022","03/28/2022","PFPeS","Perfluoropentanesulfonic acid","ND","10.9","2202015-01"
"MARION COUNTY","Marion","00776","MEADOWLARK MOBILE MANOR","EP-A","EP for WELL #1 (PRIMARY)","02/01/2022","03/28/2022","PFUnA","Perfluoroundecanoic acid","ND","10.9","2202015-01"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-A","EP FOR WELL #1","02/01/2022","03/28/2022","11Cl-PF3OUdS","11-Chloroeicosafluoro-3-oxaundecane-1-sulfonic acid","ND","10.8","2202020-01"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-A","EP FOR WELL #1","02/01/2022","03/28/2022","4:2FTS","1H,1H, 2H, 2H-Perfluorohexane sulfonic acid","ND","10.8","2202020-01"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-A","EP FOR WELL #1","02/01/2022","03/28/2022","6:2FTS","1H,1H, 2H, 2H-Perfluorooctane sulfonic acid","ND","10.8","2202020-01"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-A","EP FOR WELL #1","02/01/2022","03/28/2022","8:2FTS","1H,1H, 2H, 2H-Perfluorodecane sulfonic acid","ND","10.8","2202020-01"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-A","EP FOR WELL #1","02/01/2022","03/28/2022","9Cl-PF3ONS","9-Chlorohexadecafluoro-3-oxanonane-1-sulfonic acd","ND","10.8","2202020-01"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-A","EP FOR WELL #1","02/01/2022","03/28/2022","ADONA","4,8-Dioxa-3H-perfluorononanoic acid","ND","10.8","2202020-01"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-A","EP FOR WELL #1","02/01/2022","03/28/2022","HFPO-DA","Hexafluoropropylene oxide dimer acid","ND","108","2202020-01"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-A","EP FOR WELL #1","02/01/2022","03/28/2022","PFBA","Perfluorobutanoic acid","ND","10.8","2202020-01"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-A","EP FOR WELL #1","02/01/2022","03/28/2022","PFBS","Perfluorobutanesulfonic acid","ND","43.2","2202020-01"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-A","EP FOR WELL #1","02/01/2022","03/28/2022","PFDA","Perfluorodecanoic acid","ND","10.8","2202020-01"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-A","EP FOR WELL #1","02/01/2022","03/28/2022","PFDoA","Perfluorododecanoic acid","ND","10.8","2202020-01"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-A","EP FOR WELL #1","02/01/2022","03/28/2022","PFEESA","Perfluoro(2-ethoxyethane)sulfonic acid","ND","10.8","2202020-01"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-A","EP FOR WELL #1","02/01/2022","03/28/2022","PFHpA","Perfluoroheptanoic acid","ND","10.8","2202020-01"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-A","EP FOR WELL #1","02/01/2022","03/28/2022","PFHpS","Perfluoroheptanesulfonic acid","ND","10.8","2202020-01"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-A","EP FOR WELL #1","02/01/2022","03/28/2022","PFHxA","Perfluorohexanoic acid","ND","10.8","2202020-01"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-A","EP FOR WELL #1","02/01/2022","03/28/2022","PFHxS","Perfluorohexanesulfonic acid","ND","10.8","2202020-01"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-A","EP FOR WELL #1","02/01/2022","03/28/2022","PFMBA","Perfluoro-4-methoxybutanoic acid","ND","21.6","2202020-01"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-A","EP FOR WELL #1","02/01/2022","03/28/2022","PFMPA","Perfluoro-3-methoxypropanoic acid","ND","43.2","2202020-01"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-A","EP FOR WELL #1","02/01/2022","03/28/2022","PFNA","Perfluorononanoic acid","ND","10.8","2202020-01"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-A","EP FOR WELL #1","02/01/2022","03/28/2022","PFOA","Perfluorooctanoic acid","ND","10.8","2202020-01"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-A","EP FOR WELL #1","02/01/2022","03/28/2022","PFOS","Perfluorooctanesulfonic acid","ND","10.8","2202020-01"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-A","EP FOR WELL #1","02/01/2022","03/28/2022","PFPeA","Perfluoropentanoic acid","ND","108","2202020-01"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-A","EP FOR WELL #1","02/01/2022","03/28/2022","PFPeS","Perfluoropentanesulfonic acid","ND","10.8","2202020-01"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-A","EP FOR WELL #1","02/01/2022","03/28/2022","PFUnA","Perfluoroundecanoic acid","ND","10.8","2202020-01"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-B","EP FOR WELL #2","02/01/2022","03/28/2022","11Cl-PF3OUdS","11-Chloroeicosafluoro-3-oxaundecane-1-sulfonic acid","ND","10.5","2202020-03"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-B","EP FOR WELL #2","02/01/2022","03/28/2022","4:2FTS","1H,1H, 2H, 2H-Perfluorohexane sulfonic acid","ND","10.5","2202020-03"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-B","EP FOR WELL #2","02/01/2022","03/28/2022","6:2FTS","1H,1H, 2H, 2H-Perfluorooctane sulfonic acid","ND","10.5","2202020-03"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-B","EP FOR WELL #2","02/01/2022","03/28/2022","8:2FTS","1H,1H, 2H, 2H-Perfluorodecane sulfonic acid","ND","10.5","2202020-03"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-B","EP FOR WELL #2","02/01/2022","03/28/2022","9Cl-PF3ONS","9-Chlorohexadecafluoro-3-oxanonane-1-sulfonic acd","ND","10.5","2202020-03"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-B","EP FOR WELL #2","02/01/2022","03/28/2022","ADONA","4,8-Dioxa-3H-perfluorononanoic acid","ND","10.5","2202020-03"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-B","EP FOR WELL #2","02/01/2022","03/28/2022","HFPO-DA","Hexafluoropropylene oxide dimer acid","ND","105","2202020-03"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-B","EP FOR WELL #2","02/01/2022","03/28/2022","PFBA","Perfluorobutanoic acid","ND","10.5","2202020-03"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-B","EP FOR WELL #2","02/01/2022","03/28/2022","PFBS","Perfluorobutanesulfonic acid","ND","42.1","2202020-03"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-B","EP FOR WELL #2","02/01/2022","03/28/2022","PFDA","Perfluorodecanoic acid","ND","10.5","2202020-03"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-B","EP FOR WELL #2","02/01/2022","03/28/2022","PFDoA","Perfluorododecanoic acid","ND","10.5","2202020-03"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-B","EP FOR WELL #2","02/01/2022","03/28/2022","PFEESA","Perfluoro(2-ethoxyethane)sulfonic acid","ND","10.5","2202020-03"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-B","EP FOR WELL #2","02/01/2022","03/28/2022","PFHpA","Perfluoroheptanoic acid","ND","10.5","2202020-03"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-B","EP FOR WELL #2","02/01/2022","03/28/2022","PFHpS","Perfluoroheptanesulfonic acid","ND","10.5","2202020-03"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-B","EP FOR WELL #2","02/01/2022","03/28/2022","PFHxA","Perfluorohexanoic acid","ND","10.5","2202020-03"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-B","EP FOR WELL #2","02/01/2022","03/28/2022","PFHxS","Perfluorohexanesulfonic acid","ND","10.5","2202020-03"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-B","EP FOR WELL #2","02/01/2022","03/28/2022","PFMBA","Perfluoro-4-methoxybutanoic acid","ND","21.1","2202020-03"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-B","EP FOR WELL #2","02/01/2022","03/28/2022","PFMPA","Perfluoro-3-methoxypropanoic acid","ND","42.1","2202020-03"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-B","EP FOR WELL #2","02/01/2022","03/28/2022","PFNA","Perfluorononanoic acid","ND","10.5","2202020-03"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-B","EP FOR WELL #2","02/01/2022","03/28/2022","PFOA","Perfluorooctanoic acid","ND","10.5","2202020-03"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-B","EP FOR WELL #2","02/01/2022","03/28/2022","PFOS","Perfluorooctanesulfonic acid","ND","10.5","2202020-03"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-B","EP FOR WELL #2","02/01/2022","03/28/2022","PFPeA","Perfluoropentanoic acid","ND","105","2202020-03"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-B","EP FOR WELL #2","02/01/2022","03/28/2022","PFPeS","Perfluoropentanesulfonic acid","ND","10.5","2202020-03"
"LINN COUNTY","Linn","00476","SANTIAM VILLAGE","EP-B","EP FOR WELL #2","02/01/2022","03/28/2022","PFUnA","Perfluoroundecanoic acid","ND","10.5","2202020-03"
"DEPT OF AGRICULTURE","Clackamas","94451","WILLAMETTE EGG FARMS - CANBY","EP-A","EP FOR WELLS #1 & 3","02/01/2022","03/28/2022","11Cl-PF3OUdS","11-Chloroeicosafluoro-3-oxaundecane-1-sulfonic acid","ND","10.5","2202013-01"
"DEPT OF AGRICULTURE","Clackamas","94451","WILLAMETTE EGG FARMS - CANBY","EP-A","EP FOR WELLS #1 & 3","02/01/2022","03/28/2022","4:2FTS","1H,1H, 2H, 2H-Perfluorohexane sulfonic acid","ND","10.5","2202013-01"
"DEPT OF AGRICULTURE","Clackamas","94451","WILLAMETTE EGG FARMS - CANBY","EP-A","EP FOR WELLS #1 & 3","02/01/2022","03/28/2022","6:2FTS","1H,1H, 2H, 2H-Perfluorooctane sulfonic acid","ND","10.5","2202013-01"
"DEPT OF AGRICULTURE","Clackamas","94451","WILLAMETTE EGG FARMS - CANBY","EP-A","EP FOR WELLS #1 & 3","02/01/2022","03/28/2022","8:2FTS","1H,1H, 2H, 2H-Perfluorodecane sulfonic acid","ND","10.5","2202013-01"
"DEPT OF AGRICULTURE","Clackamas","94451","WILLAMETTE EGG FARMS - CANBY","EP-A","EP FOR WELLS #1 & 3","02/01/2022","03/28/2022","9Cl-PF3ONS","9-Chlorohexadecafluoro-3-oxanonane-1-sulfonic acd","ND","10.5","2202013-01"
"DEPT OF AGRICULTURE","Clackamas","94451","WILLAMETTE EGG FARMS - CANBY","EP-A","EP FOR WELLS #1 & 3","02/01/2022","03/28/2022","ADONA","4,8-Dioxa-3H-perfluorononanoic acid","ND","10.5","2202013-01"
"DEPT OF AGRICULTURE","Clackamas","94451","WILLAMETTE EGG FARMS - CANBY","EP-A","EP FOR WELLS #1 & 3","02/01/2022","03/28/2022","HFPO-DA","Hexafluoropropylene oxide dimer acid","ND","105","2202013-01"
"DEPT OF AGRICULTURE","Clackamas","94451","WILLAMETTE EGG FARMS - CANBY","EP-A","EP FOR WELLS #1 & 3","02/01/2022","03/28/2022","PFBA","Perfluorobutanoic acid","ND","10.5","2202013-01"
"DEPT OF AGRICULTURE","Clackamas","94451","WILLAMETTE EGG FARMS - CANBY","EP-A","EP FOR WELLS #1 & 3","02/01/2022","03/28/2022","PFBS","Perfluorobutanesulfonic acid","ND","42.1","2202013-01"
"DEPT OF AGRICULTURE","Clackamas","94451","WILLAMETTE EGG FARMS - CANBY","EP-A","EP FOR WELLS #1 & 3","02/01/2022","03/28/2022","PFDA","Perfluorodecanoic acid","ND","10.5","2202013-01"
"DEPT OF AGRICULTURE","Clackamas","94451","WILLAMETTE EGG FARMS - CANBY","EP-A","EP FOR WELLS #1 & 3","02/01/2022","03/28/2022","PFDoA","Perfluorododecanoic acid","ND","10.5","2202013-01"
"DEPT OF AGRICULTURE","Clackamas","94451","WILLAMETTE EGG FARMS - CANBY","EP-A","EP FOR WELLS #1 & 3","02/01/2022","03/28/2022","PFEESA","Perfluoro(2-ethoxyethane)sulfonic acid","ND","10.5","2202013-01"
"DEPT OF AGRICULTURE","Clackamas","94451","WILLAMETTE EGG FARMS - CANBY","EP-A","EP FOR WELLS #1 & 3","02/01/2022","03/28/2022","PFHpA","Perfluoroheptanoic acid","ND","10.5","2202013-01"
"DEPT OF AGRICULTURE","Clackamas","94451","WILLAMETTE EGG FARMS - CANBY","EP-A","EP FOR WELLS #1 & 3","02/01/2022","03/28/2022","PFHpS","Perfluoroheptanesulfonic acid","ND","10.5","2202013-01"
"DEPT OF AGRICULTURE","Clackamas","94451","WILLAMETTE EGG FARMS - CANBY","EP-A","EP FOR WELLS #1 & 3","02/01/2022","03/28/2022","PFHxA","Perfluorohexanoic acid","ND","10.5","2202013-01"
"DEPT OF AGRICULTURE","Clackamas","94451","WILLAMETTE EGG FARMS - CANBY","EP-A","EP FOR WELLS #1 & 3","02/01/2022","03/28/2022","PFHxS","Perfluorohexanesulfonic acid","ND","10.5","2202013-01"
"DEPT OF AGRICULTURE","Clackamas","94451","WILLAMETTE EGG FARMS - CANBY","EP-A","EP FOR WELLS #1 & 3","02/01/2022","03/28/2022","PFMBA","Perfluoro-4-methoxybutanoic acid","ND","21.0","2202013-01"
"DEPT OF AGRICULTURE","Clackamas","94451","WILLAMETTE EGG FARMS - CANBY","EP-A","EP FOR WELLS #1 & 3","02/01/2022","03/28/2022","PFMPA","Perfluoro-3-methoxypropanoic acid","ND","42.1","2202013-01"
"DEPT OF AGRICULTURE","Clackamas","94451","WILLAMETTE EGG FARMS - CANBY","EP-A","EP FOR WELLS #1 & 3","02/01/2022","03/28/2022","PFNA","Perfluorononanoic acid","ND","10.5","2202013-01"
"DEPT OF AGRICULTURE","Clackamas","94451","WILLAMETTE EGG FARMS - CANBY","EP-A","EP FOR WELLS #1 & 3","02/01/2022","03/28/2022","PFOA","Perfluorooctanoic acid","ND","10.5","2202013-01"
"DEPT OF AGRICULTURE","Clackamas","94451","WILLAMETTE EGG FARMS - CANBY","EP-A","EP FOR WELLS #1 & 3","02/01/2022","03/28/2022","PFOS","Perfluorooctanesulfonic acid","ND","10.5","2202013-01"
"DEPT OF AGRICULTURE","Clackamas","94451","WILLAMETTE EGG FARMS - CANBY","EP-A","EP FOR WELLS #1 & 3","02/01/2022","03/28/2022","PFPeA","Perfluoropentanoic acid","ND","105","2202013-01"
"DEPT OF AGRICULTURE","Clackamas","94451","WILLAMETTE EGG FARMS - CANBY","EP-A","EP FOR WELLS #1 & 3","02/01/2022","03/28/2022","PFPeS","Perfluoropentanesulfonic acid","ND","10.5","2202013-01"
"DEPT OF AGRICULTURE","Clackamas","94451","WILLAMETTE EGG FARMS - CANBY","EP-A","EP FOR WELLS #1 & 3","02/01/2022","03/28/2022","PFUnA","Perfluoroundecanoic acid","ND","10.5","2202013-01"
"MULTNOMAH COUNTY","Multnomah","94453","ASH GROVE CEMENT WEST-RVRGATE","EP-A","EP for WELL","01/26/2022","03/04/2022","11Cl-PF3OUdS","11-Chloroeicosafluoro-3-oxaundecane-1-sulfonic acid","ND","10.8","2201157-01"
"MULTNOMAH COUNTY","Multnomah","94453","ASH GROVE CEMENT WEST-RVRGATE","EP-A","EP for WELL","01/26/2022","03/04/2022","4:2FTS","1H,1H, 2H, 2H-Perfluorohexane sulfonic acid","ND","10.8","2201157-01"
"MULTNOMAH COUNTY","Multnomah","94453","ASH GROVE CEMENT WEST-RVRGATE","EP-A","EP for WELL","01/26/2022","03/04/2022","6:2FTS","1H,1H, 2H, 2H-Perfluorooctane sulfonic acid","ND","10.8","2201157-01"
"MULTNOMAH COUNTY","Multnomah","94453","ASH GROVE CEMENT WEST-RVRGATE","EP-A","EP for WELL","01/26/2022","03/04/2022","8:2FTS","1H,1H, 2H, 2H-Perfluorodecane sulfonic acid","ND","10.8","2201157-01"
"MULTNOMAH COUNTY","Multnomah","94453","ASH GROVE CEMENT WEST-RVRGATE","EP-A","EP for WELL","01/26/2022","03/04/2022","9Cl-PF3ONS","9-Chlorohexadecafluoro-3-oxanonane-1-sulfonic acd","ND","10.8","2201157-01"
"MULTNOMAH COUNTY","Multnomah","94453","ASH GROVE CEMENT WEST-RVRGATE","EP-A","EP for WELL","01/26/2022","03/04/2022","ADONA","4,8-Dioxa-3H-perfluorononanoic acid","ND","10.8","2201157-01"
"MULTNOMAH COUNTY","Multnomah","94453","ASH GROVE CEMENT WEST-RVRGATE","EP-A","EP for WELL","01/26/2022","03/04/2022","HFPO-DA","Hexafluoropropylene oxide dimer acid","ND","108","2201157-01"
"MULTNOMAH COUNTY","Multnomah","94453","ASH GROVE CEMENT WEST-RVRGATE","EP-A","EP for WELL","01/26/2022","03/04/2022","PFBA","Perfluorobutanoic acid","ND","10.8","2201157-01"
"MULTNOMAH COUNTY","Multnomah","94453","ASH GROVE CEMENT WEST-RVRGATE","EP-A","EP for WELL","01/26/2022","03/04/2022","PFBS","Perfluorobutanesulfonic acid","ND","43.4","2201157-01"
"MULTNOMAH COUNTY","Multnomah","94453","ASH GROVE CEMENT WEST-RVRGATE","EP-A","EP for WELL","01/26/2022","03/04/2022","PFDA","Perfluorodecanoic acid","ND","10.8","2201157-01"
"MULTNOMAH COUNTY","Multnomah","94453","ASH GROVE CEMENT WEST-RVRGATE","EP-A","EP for WELL","01/26/2022","03/04/2022","PFDoA","Perfluorododecanoic acid","ND","10.8","2201157-01"
"MULTNOMAH COUNTY","Multnomah","94453","ASH GROVE CEMENT WEST-RVRGATE","EP-A","EP for WELL","01/26/2022","03/04/2022","PFEESA","Perfluoro(2-ethoxyethane)sulfonic acid","ND","10.8","2201157-01"
"MULTNOMAH COUNTY","Multnomah","94453","ASH GROVE CEMENT WEST-RVRGATE","EP-A","EP for WELL","01/26/2022","03/04/2022","PFHpA","Perfluoroheptanoic acid","ND","10.8","2201157-01"
"MULTNOMAH COUNTY","Multnomah","94453","ASH GROVE CEMENT WEST-RVRGATE","EP-A","EP for WELL","01/26/2022","03/04/2022","PFHpS","Perfluoroheptanesulfonic acid","ND","10.8","2201157-01"
"MULTNOMAH COUNTY","Multnomah","94453","ASH GROVE CEMENT WEST-RVRGATE","EP-A","EP for WELL","01/26/2022","03/04/2022","PFHxA","Perfluorohexanoic acid","ND","10.8","2201157-01"
"MULTNOMAH COUNTY","Multnomah","94453","ASH GROVE CEMENT WEST-RVRGATE","EP-A","EP for WELL","01/26/2022","03/04/2022","PFHxS","Perfluorohexanesulfonic acid","ND","10.8","2201157-01"
"MULTNOMAH COUNTY","Multnomah","94453","ASH GROVE CEMENT WEST-RVRGATE","EP-A","EP for WELL","01/26/2022","03/04/2022","PFMBA","Perfluoro-4-methoxybutanoic acid","ND","21.7","2201157-01"
"MULTNOMAH COUNTY","Multnomah","94453","ASH GROVE CEMENT WEST-RVRGATE","EP-A","EP for WELL","01/26/2022","03/04/2022","PFMPA","Perfluoro-3-methoxypropanoic acid","ND","43.4","2201157-01"
"MULTNOMAH COUNTY","Multnomah","94453","ASH GROVE CEMENT WEST-RVRGATE","EP-A","EP for WELL","01/26/2022","03/04/2022","PFNA","Perfluorononanoic acid","ND","10.8","2201157-01"
"MULTNOMAH COUNTY","Multnomah","94453","ASH GROVE CEMENT WEST-RVRGATE","EP-A","EP for WELL","01/26/2022","03/04/2022","PFOA","Perfluorooctanoic acid","ND","10.8","2201157-01"
"MULTNOMAH COUNTY","Multnomah","94453","ASH GROVE CEMENT WEST-RVRGATE","EP-A","EP for WELL","01/26/2022","03/04/2022","PFOS","Perfluorooctanesulfonic acid","ND","10.8","2201157-01"
"MULTNOMAH COUNTY","Multnomah","94453","ASH GROVE CEMENT WEST-RVRGATE","EP-A","EP for WELL","01/26/2022","03/04/2022","PFPeA","Perfluoropentanoic acid","ND","108","2201157-01"
